¸ñÍø±àºÅ,wkt×ø±ê
277,"MULTIPOLYGON (((433943.69714851433 4398540.4441694766, 434943.69714851433 4398540.4441694766, 434943.69714851433 4399540.4441694766, 433943.69714851433 4399540.4441694766, 433943.69714851433 4398540.4441694766)))"
278,"MULTIPOLYGON (((434943.69714851433 4398540.4441694766, 435943.69714851433 4398540.4441694766, 435943.69714851433 4399540.4441694766, 434943.69714851433 4399540.4441694766, 434943.69714851433 4398540.4441694766)))"
279,"MULTIPOLYGON (((435943.69714851433 4398540.4441694766, 436943.69714851433 4398540.4441694766, 436943.69714851433 4399540.4441694766, 435943.69714851433 4399540.4441694766, 435943.69714851433 4398540.4441694766)))"
280,"MULTIPOLYGON (((436943.69714851433 4398540.4441694766, 437943.69714851433 4398540.4441694766, 437943.69714851433 4399540.4441694766, 436943.69714851433 4399540.4441694766, 436943.69714851433 4398540.4441694766)))"
281,"MULTIPOLYGON (((437943.69714851433 4398540.4441694766, 438943.69714851433 4398540.4441694766, 438943.69714851433 4399540.4441694766, 437943.69714851433 4399540.4441694766, 437943.69714851433 4398540.4441694766)))"
282,"MULTIPOLYGON (((438943.69714851433 4398540.4441694766, 439943.69714851433 4398540.4441694766, 439943.69714851433 4399540.4441694766, 438943.69714851433 4399540.4441694766, 438943.69714851433 4398540.4441694766)))"
283,"MULTIPOLYGON (((439943.69714851433 4398540.4441694766, 440943.69714851433 4398540.4441694766, 440943.69714851433 4399540.4441694766, 439943.69714851433 4399540.4441694766, 439943.69714851433 4398540.4441694766)))"
284,"MULTIPOLYGON (((440943.69714851433 4398540.4441694766, 441943.69714851433 4398540.4441694766, 441943.69714851433 4399540.4441694766, 440943.69714851433 4399540.4441694766, 440943.69714851433 4398540.4441694766)))"
285,"MULTIPOLYGON (((441943.69714851433 4398540.4441694766, 442943.69714851433 4398540.4441694766, 442943.69714851433 4399540.4441694766, 441943.69714851433 4399540.4441694766, 441943.69714851433 4398540.4441694766)))"
286,"MULTIPOLYGON (((442943.69714851433 4398540.4441694766, 443943.69714851433 4398540.4441694766, 443943.69714851433 4399540.4441694766, 442943.69714851433 4399540.4441694766, 442943.69714851433 4398540.4441694766)))"
287,"MULTIPOLYGON (((443943.69714851433 4398540.4441694766, 444943.69714851433 4398540.4441694766, 444943.69714851433 4399540.4441694766, 443943.69714851433 4399540.4441694766, 443943.69714851433 4398540.4441694766)))"
288,"MULTIPOLYGON (((444943.69714851433 4398540.4441694766, 445943.69714851433 4398540.4441694766, 445943.69714851433 4399540.4441694766, 444943.69714851433 4399540.4441694766, 444943.69714851433 4398540.4441694766)))"
289,"MULTIPOLYGON (((445943.69714851433 4398540.4441694766, 446943.69714851433 4398540.4441694766, 446943.69714851433 4399540.4441694766, 445943.69714851433 4399540.4441694766, 445943.69714851433 4398540.4441694766)))"
290,"MULTIPOLYGON (((446943.69714851433 4398540.4441694766, 447943.69714851433 4398540.4441694766, 447943.69714851433 4399540.4441694766, 446943.69714851433 4399540.4441694766, 446943.69714851433 4398540.4441694766)))"
291,"MULTIPOLYGON (((447943.69714851433 4398540.4441694766, 448943.69714851433 4398540.4441694766, 448943.69714851433 4399540.4441694766, 447943.69714851433 4399540.4441694766, 447943.69714851433 4398540.4441694766)))"
292,"MULTIPOLYGON (((448943.69714851433 4398540.4441694766, 449943.69714851433 4398540.4441694766, 449943.69714851433 4399540.4441694766, 448943.69714851433 4399540.4441694766, 448943.69714851433 4398540.4441694766)))"
293,"MULTIPOLYGON (((449943.69714851433 4398540.4441694766, 450943.69714851433 4398540.4441694766, 450943.69714851433 4399540.4441694766, 449943.69714851433 4399540.4441694766, 449943.69714851433 4398540.4441694766)))"
294,"MULTIPOLYGON (((450943.69714851433 4398540.4441694766, 451943.69714851433 4398540.4441694766, 451943.69714851433 4399540.4441694766, 450943.69714851433 4399540.4441694766, 450943.69714851433 4398540.4441694766)))"
295,"MULTIPOLYGON (((451943.69714851433 4398540.4441694766, 452943.69714851433 4398540.4441694766, 452943.69714851433 4399540.4441694766, 451943.69714851433 4399540.4441694766, 451943.69714851433 4398540.4441694766)))"
296,"MULTIPOLYGON (((452943.69714851433 4398540.4441694766, 453943.69714851433 4398540.4441694766, 453943.69714851433 4399540.4441694766, 452943.69714851433 4399540.4441694766, 452943.69714851433 4398540.4441694766)))"
297,"MULTIPOLYGON (((453943.69714851433 4398540.4441694766, 454943.69714851433 4398540.4441694766, 454943.69714851433 4399540.4441694766, 453943.69714851433 4399540.4441694766, 453943.69714851433 4398540.4441694766)))"
298,"MULTIPOLYGON (((454943.69714851433 4398540.4441694766, 455943.69714851433 4398540.4441694766, 455943.69714851433 4399540.4441694766, 454943.69714851433 4399540.4441694766, 454943.69714851433 4398540.4441694766)))"
299,"MULTIPOLYGON (((455943.69714851433 4398540.4441694766, 456943.69714851433 4398540.4441694766, 456943.69714851433 4399540.4441694766, 455943.69714851433 4399540.4441694766, 455943.69714851433 4398540.4441694766)))"
300,"MULTIPOLYGON (((456943.69714851433 4398540.4441694766, 457943.69714851433 4398540.4441694766, 457943.69714851433 4399540.4441694766, 456943.69714851433 4399540.4441694766, 456943.69714851433 4398540.4441694766)))"
301,"MULTIPOLYGON (((457943.69714851433 4398540.4441694766, 458943.69714851433 4398540.4441694766, 458943.69714851433 4399540.4441694766, 457943.69714851433 4399540.4441694766, 457943.69714851433 4398540.4441694766)))"
318,"MULTIPOLYGON (((421943.69714851433 4399540.4441694766, 422943.69714851433 4399540.4441694766, 422943.69714851433 4400540.4441694766, 421943.69714851433 4400540.4441694766, 421943.69714851433 4399540.4441694766)))"
319,"MULTIPOLYGON (((422943.69714851433 4399540.4441694766, 423943.69714851433 4399540.4441694766, 423943.69714851433 4400540.4441694766, 422943.69714851433 4400540.4441694766, 422943.69714851433 4399540.4441694766)))"
320,"MULTIPOLYGON (((423943.69714851433 4399540.4441694766, 424943.69714851433 4399540.4441694766, 424943.69714851433 4400540.4441694766, 423943.69714851433 4400540.4441694766, 423943.69714851433 4399540.4441694766)))"
321,"MULTIPOLYGON (((424943.69714851433 4399540.4441694766, 425943.69714851433 4399540.4441694766, 425943.69714851433 4400540.4441694766, 424943.69714851433 4400540.4441694766, 424943.69714851433 4399540.4441694766)))"
322,"MULTIPOLYGON (((425943.69714851433 4399540.4441694766, 426943.69714851433 4399540.4441694766, 426943.69714851433 4400540.4441694766, 425943.69714851433 4400540.4441694766, 425943.69714851433 4399540.4441694766)))"
323,"MULTIPOLYGON (((426943.69714851433 4399540.4441694766, 427943.69714851433 4399540.4441694766, 427943.69714851433 4400540.4441694766, 426943.69714851433 4400540.4441694766, 426943.69714851433 4399540.4441694766)))"
324,"MULTIPOLYGON (((427943.69714851433 4399540.4441694766, 428943.69714851433 4399540.4441694766, 428943.69714851433 4400540.4441694766, 427943.69714851433 4400540.4441694766, 427943.69714851433 4399540.4441694766)))"
325,"MULTIPOLYGON (((428943.69714851433 4399540.4441694766, 429943.69714851433 4399540.4441694766, 429943.69714851433 4400540.4441694766, 428943.69714851433 4400540.4441694766, 428943.69714851433 4399540.4441694766)))"
326,"MULTIPOLYGON (((429943.69714851433 4399540.4441694766, 430943.69714851433 4399540.4441694766, 430943.69714851433 4400540.4441694766, 429943.69714851433 4400540.4441694766, 429943.69714851433 4399540.4441694766)))"
327,"MULTIPOLYGON (((430943.69714851433 4399540.4441694766, 431943.69714851433 4399540.4441694766, 431943.69714851433 4400540.4441694766, 430943.69714851433 4400540.4441694766, 430943.69714851433 4399540.4441694766)))"
328,"MULTIPOLYGON (((431943.69714851433 4399540.4441694766, 432943.69714851433 4399540.4441694766, 432943.69714851433 4400540.4441694766, 431943.69714851433 4400540.4441694766, 431943.69714851433 4399540.4441694766)))"
329,"MULTIPOLYGON (((432943.69714851433 4399540.4441694766, 433943.69714851433 4399540.4441694766, 433943.69714851433 4400540.4441694766, 432943.69714851433 4400540.4441694766, 432943.69714851433 4399540.4441694766)))"
330,"MULTIPOLYGON (((433943.69714851433 4399540.4441694766, 434943.69714851433 4399540.4441694766, 434943.69714851433 4400540.4441694766, 433943.69714851433 4400540.4441694766, 433943.69714851433 4399540.4441694766)))"
331,"MULTIPOLYGON (((434943.69714851433 4399540.4441694766, 435943.69714851433 4399540.4441694766, 435943.69714851433 4400540.4441694766, 434943.69714851433 4400540.4441694766, 434943.69714851433 4399540.4441694766)))"
332,"MULTIPOLYGON (((435943.69714851433 4399540.4441694766, 436943.69714851433 4399540.4441694766, 436943.69714851433 4400540.4441694766, 435943.69714851433 4400540.4441694766, 435943.69714851433 4399540.4441694766)))"
333,"MULTIPOLYGON (((436943.69714851433 4399540.4441694766, 437943.69714851433 4399540.4441694766, 437943.69714851433 4400540.4441694766, 436943.69714851433 4400540.4441694766, 436943.69714851433 4399540.4441694766)))"
334,"MULTIPOLYGON (((437943.69714851433 4399540.4441694766, 438943.69714851433 4399540.4441694766, 438943.69714851433 4400540.4441694766, 437943.69714851433 4400540.4441694766, 437943.69714851433 4399540.4441694766)))"
335,"MULTIPOLYGON (((438943.69714851433 4399540.4441694766, 439943.69714851433 4399540.4441694766, 439943.69714851433 4400540.4441694766, 438943.69714851433 4400540.4441694766, 438943.69714851433 4399540.4441694766)))"
336,"MULTIPOLYGON (((439943.69714851433 4399540.4441694766, 440943.69714851433 4399540.4441694766, 440943.69714851433 4400540.4441694766, 439943.69714851433 4400540.4441694766, 439943.69714851433 4399540.4441694766)))"
337,"MULTIPOLYGON (((440943.69714851433 4399540.4441694766, 441943.69714851433 4399540.4441694766, 441943.69714851433 4400540.4441694766, 440943.69714851433 4400540.4441694766, 440943.69714851433 4399540.4441694766)))"
338,"MULTIPOLYGON (((441943.69714851433 4399540.4441694766, 442943.69714851433 4399540.4441694766, 442943.69714851433 4400540.4441694766, 441943.69714851433 4400540.4441694766, 441943.69714851433 4399540.4441694766)))"
339,"MULTIPOLYGON (((442943.69714851433 4399540.4441694766, 443943.69714851433 4399540.4441694766, 443943.69714851433 4400540.4441694766, 442943.69714851433 4400540.4441694766, 442943.69714851433 4399540.4441694766)))"
340,"MULTIPOLYGON (((443943.69714851433 4399540.4441694766, 444943.69714851433 4399540.4441694766, 444943.69714851433 4400540.4441694766, 443943.69714851433 4400540.4441694766, 443943.69714851433 4399540.4441694766)))"
341,"MULTIPOLYGON (((444943.69714851433 4399540.4441694766, 445943.69714851433 4399540.4441694766, 445943.69714851433 4400540.4441694766, 444943.69714851433 4400540.4441694766, 444943.69714851433 4399540.4441694766)))"
342,"MULTIPOLYGON (((445943.69714851433 4399540.4441694766, 446943.69714851433 4399540.4441694766, 446943.69714851433 4400540.4441694766, 445943.69714851433 4400540.4441694766, 445943.69714851433 4399540.4441694766)))"
343,"MULTIPOLYGON (((446943.69714851433 4399540.4441694766, 447943.69714851433 4399540.4441694766, 447943.69714851433 4400540.4441694766, 446943.69714851433 4400540.4441694766, 446943.69714851433 4399540.4441694766)))"
344,"MULTIPOLYGON (((447943.69714851433 4399540.4441694766, 448943.69714851433 4399540.4441694766, 448943.69714851433 4400540.4441694766, 447943.69714851433 4400540.4441694766, 447943.69714851433 4399540.4441694766)))"
345,"MULTIPOLYGON (((448943.69714851433 4399540.4441694766, 449943.69714851433 4399540.4441694766, 449943.69714851433 4400540.4441694766, 448943.69714851433 4400540.4441694766, 448943.69714851433 4399540.4441694766)))"
346,"MULTIPOLYGON (((449943.69714851433 4399540.4441694766, 450943.69714851433 4399540.4441694766, 450943.69714851433 4400540.4441694766, 449943.69714851433 4400540.4441694766, 449943.69714851433 4399540.4441694766)))"
347,"MULTIPOLYGON (((450943.69714851433 4399540.4441694766, 451943.69714851433 4399540.4441694766, 451943.69714851433 4400540.4441694766, 450943.69714851433 4400540.4441694766, 450943.69714851433 4399540.4441694766)))"
348,"MULTIPOLYGON (((451943.69714851433 4399540.4441694766, 452943.69714851433 4399540.4441694766, 452943.69714851433 4400540.4441694766, 451943.69714851433 4400540.4441694766, 451943.69714851433 4399540.4441694766)))"
349,"MULTIPOLYGON (((452943.69714851433 4399540.4441694766, 453943.69714851433 4399540.4441694766, 453943.69714851433 4400540.4441694766, 452943.69714851433 4400540.4441694766, 452943.69714851433 4399540.4441694766)))"
350,"MULTIPOLYGON (((453943.69714851433 4399540.4441694766, 454943.69714851433 4399540.4441694766, 454943.69714851433 4400540.4441694766, 453943.69714851433 4400540.4441694766, 453943.69714851433 4399540.4441694766)))"
351,"MULTIPOLYGON (((454943.69714851433 4399540.4441694766, 455943.69714851433 4399540.4441694766, 455943.69714851433 4400540.4441694766, 454943.69714851433 4400540.4441694766, 454943.69714851433 4399540.4441694766)))"
352,"MULTIPOLYGON (((455943.69714851433 4399540.4441694766, 456943.69714851433 4399540.4441694766, 456943.69714851433 4400540.4441694766, 455943.69714851433 4400540.4441694766, 455943.69714851433 4399540.4441694766)))"
353,"MULTIPOLYGON (((456943.69714851433 4399540.4441694766, 457943.69714851433 4399540.4441694766, 457943.69714851433 4400540.4441694766, 456943.69714851433 4400540.4441694766, 456943.69714851433 4399540.4441694766)))"
354,"MULTIPOLYGON (((457943.69714851433 4399540.4441694766, 458943.69714851433 4399540.4441694766, 458943.69714851433 4400540.4441694766, 457943.69714851433 4400540.4441694766, 457943.69714851433 4399540.4441694766)))"
355,"MULTIPOLYGON (((458943.69714851433 4399540.4441694766, 459943.69714851433 4399540.4441694766, 459943.69714851433 4400540.4441694766, 458943.69714851433 4400540.4441694766, 458943.69714851433 4399540.4441694766)))"
356,"MULTIPOLYGON (((459943.69714851433 4399540.4441694766, 460943.69714851433 4399540.4441694766, 460943.69714851433 4400540.4441694766, 459943.69714851433 4400540.4441694766, 459943.69714851433 4399540.4441694766)))"
357,"MULTIPOLYGON (((460943.69714851433 4399540.4441694766, 461943.69714851433 4399540.4441694766, 461943.69714851433 4400540.4441694766, 460943.69714851433 4400540.4441694766, 460943.69714851433 4399540.4441694766)))"
372,"MULTIPOLYGON (((422943.69714851433 4400540.4441694766, 423943.69714851433 4400540.4441694766, 423943.69714851433 4401540.4441694766, 422943.69714851433 4401540.4441694766, 422943.69714851433 4400540.4441694766)))"
373,"MULTIPOLYGON (((423943.69714851433 4400540.4441694766, 424943.69714851433 4400540.4441694766, 424943.69714851433 4401540.4441694766, 423943.69714851433 4401540.4441694766, 423943.69714851433 4400540.4441694766)))"
374,"MULTIPOLYGON (((424943.69714851433 4400540.4441694766, 425943.69714851433 4400540.4441694766, 425943.69714851433 4401540.4441694766, 424943.69714851433 4401540.4441694766, 424943.69714851433 4400540.4441694766)))"
375,"MULTIPOLYGON (((425943.69714851433 4400540.4441694766, 426943.69714851433 4400540.4441694766, 426943.69714851433 4401540.4441694766, 425943.69714851433 4401540.4441694766, 425943.69714851433 4400540.4441694766)))"
376,"MULTIPOLYGON (((426943.69714851433 4400540.4441694766, 427943.69714851433 4400540.4441694766, 427943.69714851433 4401540.4441694766, 426943.69714851433 4401540.4441694766, 426943.69714851433 4400540.4441694766)))"
377,"MULTIPOLYGON (((427943.69714851433 4400540.4441694766, 428943.69714851433 4400540.4441694766, 428943.69714851433 4401540.4441694766, 427943.69714851433 4401540.4441694766, 427943.69714851433 4400540.4441694766)))"
378,"MULTIPOLYGON (((428943.69714851433 4400540.4441694766, 429943.69714851433 4400540.4441694766, 429943.69714851433 4401540.4441694766, 428943.69714851433 4401540.4441694766, 428943.69714851433 4400540.4441694766)))"
379,"MULTIPOLYGON (((429943.69714851433 4400540.4441694766, 430943.69714851433 4400540.4441694766, 430943.69714851433 4401540.4441694766, 429943.69714851433 4401540.4441694766, 429943.69714851433 4400540.4441694766)))"
380,"MULTIPOLYGON (((430943.69714851433 4400540.4441694766, 431943.69714851433 4400540.4441694766, 431943.69714851433 4401540.4441694766, 430943.69714851433 4401540.4441694766, 430943.69714851433 4400540.4441694766)))"
381,"MULTIPOLYGON (((431943.69714851433 4400540.4441694766, 432943.69714851433 4400540.4441694766, 432943.69714851433 4401540.4441694766, 431943.69714851433 4401540.4441694766, 431943.69714851433 4400540.4441694766)))"
382,"MULTIPOLYGON (((432943.69714851433 4400540.4441694766, 433943.69714851433 4400540.4441694766, 433943.69714851433 4401540.4441694766, 432943.69714851433 4401540.4441694766, 432943.69714851433 4400540.4441694766)))"
383,"MULTIPOLYGON (((433943.69714851433 4400540.4441694766, 434943.69714851433 4400540.4441694766, 434943.69714851433 4401540.4441694766, 433943.69714851433 4401540.4441694766, 433943.69714851433 4400540.4441694766)))"
