¸ñÍø±àºÅ,wkt×ø±ê
1261,"MULTIPOLYGON (((463943.69714851433 4416540.4441694766, 464943.69714851433 4416540.4441694766, 464943.69714851433 4417540.4441694766, 463943.69714851433 4417540.4441694766, 463943.69714851433 4416540.4441694766)))"
1262,"MULTIPOLYGON (((464943.69714851433 4416540.4441694766, 465943.69714851433 4416540.4441694766, 465943.69714851433 4417540.4441694766, 464943.69714851433 4417540.4441694766, 464943.69714851433 4416540.4441694766)))"
1263,"MULTIPOLYGON (((465943.69714851433 4416540.4441694766, 466943.69714851433 4416540.4441694766, 466943.69714851433 4417540.4441694766, 465943.69714851433 4417540.4441694766, 465943.69714851433 4416540.4441694766)))"
1264,"MULTIPOLYGON (((466943.69714851433 4416540.4441694766, 467943.69714851433 4416540.4441694766, 467943.69714851433 4417540.4441694766, 466943.69714851433 4417540.4441694766, 466943.69714851433 4416540.4441694766)))"
1265,"MULTIPOLYGON (((467943.69714851433 4416540.4441694766, 468943.69714851433 4416540.4441694766, 468943.69714851433 4417540.4441694766, 467943.69714851433 4417540.4441694766, 467943.69714851433 4416540.4441694766)))"
1266,"MULTIPOLYGON (((468943.69714851433 4416540.4441694766, 469943.69714851433 4416540.4441694766, 469943.69714851433 4417540.4441694766, 468943.69714851433 4417540.4441694766, 468943.69714851433 4416540.4441694766)))"
1267,"MULTIPOLYGON (((469943.69714851433 4416540.4441694766, 470943.69714851433 4416540.4441694766, 470943.69714851433 4417540.4441694766, 469943.69714851433 4417540.4441694766, 469943.69714851433 4416540.4441694766)))"
1268,"MULTIPOLYGON (((470943.69714851433 4416540.4441694766, 471943.69714851433 4416540.4441694766, 471943.69714851433 4417540.4441694766, 470943.69714851433 4417540.4441694766, 470943.69714851433 4416540.4441694766)))"
1269,"MULTIPOLYGON (((471943.69714851433 4416540.4441694766, 472943.69714851433 4416540.4441694766, 472943.69714851433 4417540.4441694766, 471943.69714851433 4417540.4441694766, 471943.69714851433 4416540.4441694766)))"
1270,"MULTIPOLYGON (((472943.69714851433 4416540.4441694766, 473943.69714851433 4416540.4441694766, 473943.69714851433 4417540.4441694766, 472943.69714851433 4417540.4441694766, 472943.69714851433 4416540.4441694766)))"
1271,"MULTIPOLYGON (((473943.69714851433 4416540.4441694766, 474943.69714851433 4416540.4441694766, 474943.69714851433 4417540.4441694766, 473943.69714851433 4417540.4441694766, 473943.69714851433 4416540.4441694766)))"
1276,"MULTIPOLYGON (((425943.69714851433 4417540.4441694766, 426943.69714851433 4417540.4441694766, 426943.69714851433 4418540.4441694766, 425943.69714851433 4418540.4441694766, 425943.69714851433 4417540.4441694766)))"
1277,"MULTIPOLYGON (((426943.69714851433 4417540.4441694766, 427943.69714851433 4417540.4441694766, 427943.69714851433 4418540.4441694766, 426943.69714851433 4418540.4441694766, 426943.69714851433 4417540.4441694766)))"
1278,"MULTIPOLYGON (((427943.69714851433 4417540.4441694766, 428943.69714851433 4417540.4441694766, 428943.69714851433 4418540.4441694766, 427943.69714851433 4418540.4441694766, 427943.69714851433 4417540.4441694766)))"
1279,"MULTIPOLYGON (((428943.69714851433 4417540.4441694766, 429943.69714851433 4417540.4441694766, 429943.69714851433 4418540.4441694766, 428943.69714851433 4418540.4441694766, 428943.69714851433 4417540.4441694766)))"
1280,"MULTIPOLYGON (((429943.69714851433 4417540.4441694766, 430943.69714851433 4417540.4441694766, 430943.69714851433 4418540.4441694766, 429943.69714851433 4418540.4441694766, 429943.69714851433 4417540.4441694766)))"
1281,"MULTIPOLYGON (((430943.69714851433 4417540.4441694766, 431943.69714851433 4417540.4441694766, 431943.69714851433 4418540.4441694766, 430943.69714851433 4418540.4441694766, 430943.69714851433 4417540.4441694766)))"
1282,"MULTIPOLYGON (((431943.69714851433 4417540.4441694766, 432943.69714851433 4417540.4441694766, 432943.69714851433 4418540.4441694766, 431943.69714851433 4418540.4441694766, 431943.69714851433 4417540.4441694766)))"
1283,"MULTIPOLYGON (((432943.69714851433 4417540.4441694766, 433943.69714851433 4417540.4441694766, 433943.69714851433 4418540.4441694766, 432943.69714851433 4418540.4441694766, 432943.69714851433 4417540.4441694766)))"
1284,"MULTIPOLYGON (((433943.69714851433 4417540.4441694766, 434943.69714851433 4417540.4441694766, 434943.69714851433 4418540.4441694766, 433943.69714851433 4418540.4441694766, 433943.69714851433 4417540.4441694766)))"
1285,"MULTIPOLYGON (((434943.69714851433 4417540.4441694766, 435943.69714851433 4417540.4441694766, 435943.69714851433 4418540.4441694766, 434943.69714851433 4418540.4441694766, 434943.69714851433 4417540.4441694766)))"
1286,"MULTIPOLYGON (((435943.69714851433 4417540.4441694766, 436943.69714851433 4417540.4441694766, 436943.69714851433 4418540.4441694766, 435943.69714851433 4418540.4441694766, 435943.69714851433 4417540.4441694766)))"
1287,"MULTIPOLYGON (((436943.69714851433 4417540.4441694766, 437943.69714851433 4417540.4441694766, 437943.69714851433 4418540.4441694766, 436943.69714851433 4418540.4441694766, 436943.69714851433 4417540.4441694766)))"
1288,"MULTIPOLYGON (((437943.69714851433 4417540.4441694766, 438943.69714851433 4417540.4441694766, 438943.69714851433 4418540.4441694766, 437943.69714851433 4418540.4441694766, 437943.69714851433 4417540.4441694766)))"
1289,"MULTIPOLYGON (((438943.69714851433 4417540.4441694766, 439943.69714851433 4417540.4441694766, 439943.69714851433 4418540.4441694766, 438943.69714851433 4418540.4441694766, 438943.69714851433 4417540.4441694766)))"
1290,"MULTIPOLYGON (((439943.69714851433 4417540.4441694766, 440943.69714851433 4417540.4441694766, 440943.69714851433 4418540.4441694766, 439943.69714851433 4418540.4441694766, 439943.69714851433 4417540.4441694766)))"
1291,"MULTIPOLYGON (((440943.69714851433 4417540.4441694766, 441943.69714851433 4417540.4441694766, 441943.69714851433 4418540.4441694766, 440943.69714851433 4418540.4441694766, 440943.69714851433 4417540.4441694766)))"
1292,"MULTIPOLYGON (((441943.69714851433 4417540.4441694766, 442943.69714851433 4417540.4441694766, 442943.69714851433 4418540.4441694766, 441943.69714851433 4418540.4441694766, 441943.69714851433 4417540.4441694766)))"
1293,"MULTIPOLYGON (((442943.69714851433 4417540.4441694766, 443943.69714851433 4417540.4441694766, 443943.69714851433 4418540.4441694766, 442943.69714851433 4418540.4441694766, 442943.69714851433 4417540.4441694766)))"
1294,"MULTIPOLYGON (((443943.69714851433 4417540.4441694766, 444943.69714851433 4417540.4441694766, 444943.69714851433 4418540.4441694766, 443943.69714851433 4418540.4441694766, 443943.69714851433 4417540.4441694766)))"
1295,"MULTIPOLYGON (((444943.69714851433 4417540.4441694766, 445943.69714851433 4417540.4441694766, 445943.69714851433 4418540.4441694766, 444943.69714851433 4418540.4441694766, 444943.69714851433 4417540.4441694766)))"
1296,"MULTIPOLYGON (((445943.69714851433 4417540.4441694766, 446943.69714851433 4417540.4441694766, 446943.69714851433 4418540.4441694766, 445943.69714851433 4418540.4441694766, 445943.69714851433 4417540.4441694766)))"
1297,"MULTIPOLYGON (((446943.69714851433 4417540.4441694766, 447943.69714851433 4417540.4441694766, 447943.69714851433 4418540.4441694766, 446943.69714851433 4418540.4441694766, 446943.69714851433 4417540.4441694766)))"
1298,"MULTIPOLYGON (((447943.69714851433 4417540.4441694766, 448943.69714851433 4417540.4441694766, 448943.69714851433 4418540.4441694766, 447943.69714851433 4418540.4441694766, 447943.69714851433 4417540.4441694766)))"
1299,"MULTIPOLYGON (((448943.69714851433 4417540.4441694766, 449943.69714851433 4417540.4441694766, 449943.69714851433 4418540.4441694766, 448943.69714851433 4418540.4441694766, 448943.69714851433 4417540.4441694766)))"
1300,"MULTIPOLYGON (((449943.69714851433 4417540.4441694766, 450943.69714851433 4417540.4441694766, 450943.69714851433 4418540.4441694766, 449943.69714851433 4418540.4441694766, 449943.69714851433 4417540.4441694766)))"
1301,"MULTIPOLYGON (((450943.69714851433 4417540.4441694766, 451943.69714851433 4417540.4441694766, 451943.69714851433 4418540.4441694766, 450943.69714851433 4418540.4441694766, 450943.69714851433 4417540.4441694766)))"
1302,"MULTIPOLYGON (((451943.69714851433 4417540.4441694766, 452943.69714851433 4417540.4441694766, 452943.69714851433 4418540.4441694766, 451943.69714851433 4418540.4441694766, 451943.69714851433 4417540.4441694766)))"
1303,"MULTIPOLYGON (((452943.69714851433 4417540.4441694766, 453943.69714851433 4417540.4441694766, 453943.69714851433 4418540.4441694766, 452943.69714851433 4418540.4441694766, 452943.69714851433 4417540.4441694766)))"
1304,"MULTIPOLYGON (((453943.69714851433 4417540.4441694766, 454943.69714851433 4417540.4441694766, 454943.69714851433 4418540.4441694766, 453943.69714851433 4418540.4441694766, 453943.69714851433 4417540.4441694766)))"
1305,"MULTIPOLYGON (((454943.69714851433 4417540.4441694766, 455943.69714851433 4417540.4441694766, 455943.69714851433 4418540.4441694766, 454943.69714851433 4418540.4441694766, 454943.69714851433 4417540.4441694766)))"
1306,"MULTIPOLYGON (((455943.69714851433 4417540.4441694766, 456943.69714851433 4417540.4441694766, 456943.69714851433 4418540.4441694766, 455943.69714851433 4418540.4441694766, 455943.69714851433 4417540.4441694766)))"
1307,"MULTIPOLYGON (((456943.69714851433 4417540.4441694766, 457943.69714851433 4417540.4441694766, 457943.69714851433 4418540.4441694766, 456943.69714851433 4418540.4441694766, 456943.69714851433 4417540.4441694766)))"
1308,"MULTIPOLYGON (((457943.69714851433 4417540.4441694766, 458943.69714851433 4417540.4441694766, 458943.69714851433 4418540.4441694766, 457943.69714851433 4418540.4441694766, 457943.69714851433 4417540.4441694766)))"
1309,"MULTIPOLYGON (((458943.69714851433 4417540.4441694766, 459943.69714851433 4417540.4441694766, 459943.69714851433 4418540.4441694766, 458943.69714851433 4418540.4441694766, 458943.69714851433 4417540.4441694766)))"
1310,"MULTIPOLYGON (((459943.69714851433 4417540.4441694766, 460943.69714851433 4417540.4441694766, 460943.69714851433 4418540.4441694766, 459943.69714851433 4418540.4441694766, 459943.69714851433 4417540.4441694766)))"
1311,"MULTIPOLYGON (((460943.69714851433 4417540.4441694766, 461943.69714851433 4417540.4441694766, 461943.69714851433 4418540.4441694766, 460943.69714851433 4418540.4441694766, 460943.69714851433 4417540.4441694766)))"
1312,"MULTIPOLYGON (((461943.69714851433 4417540.4441694766, 462943.69714851433 4417540.4441694766, 462943.69714851433 4418540.4441694766, 461943.69714851433 4418540.4441694766, 461943.69714851433 4417540.4441694766)))"
1313,"MULTIPOLYGON (((462943.69714851433 4417540.4441694766, 463943.69714851433 4417540.4441694766, 463943.69714851433 4418540.4441694766, 462943.69714851433 4418540.4441694766, 462943.69714851433 4417540.4441694766)))"
1314,"MULTIPOLYGON (((463943.69714851433 4417540.4441694766, 464943.69714851433 4417540.4441694766, 464943.69714851433 4418540.4441694766, 463943.69714851433 4418540.4441694766, 463943.69714851433 4417540.4441694766)))"
1315,"MULTIPOLYGON (((464943.69714851433 4417540.4441694766, 465943.69714851433 4417540.4441694766, 465943.69714851433 4418540.4441694766, 464943.69714851433 4418540.4441694766, 464943.69714851433 4417540.4441694766)))"
1316,"MULTIPOLYGON (((465943.69714851433 4417540.4441694766, 466943.69714851433 4417540.4441694766, 466943.69714851433 4418540.4441694766, 465943.69714851433 4418540.4441694766, 465943.69714851433 4417540.4441694766)))"
1317,"MULTIPOLYGON (((466943.69714851433 4417540.4441694766, 467943.69714851433 4417540.4441694766, 467943.69714851433 4418540.4441694766, 466943.69714851433 4418540.4441694766, 466943.69714851433 4417540.4441694766)))"
1318,"MULTIPOLYGON (((467943.69714851433 4417540.4441694766, 468943.69714851433 4417540.4441694766, 468943.69714851433 4418540.4441694766, 467943.69714851433 4418540.4441694766, 467943.69714851433 4417540.4441694766)))"
1319,"MULTIPOLYGON (((468943.69714851433 4417540.4441694766, 469943.69714851433 4417540.4441694766, 469943.69714851433 4418540.4441694766, 468943.69714851433 4418540.4441694766, 468943.69714851433 4417540.4441694766)))"
1320,"MULTIPOLYGON (((469943.69714851433 4417540.4441694766, 470943.69714851433 4417540.4441694766, 470943.69714851433 4418540.4441694766, 469943.69714851433 4418540.4441694766, 469943.69714851433 4417540.4441694766)))"
1321,"MULTIPOLYGON (((470943.69714851433 4417540.4441694766, 471943.69714851433 4417540.4441694766, 471943.69714851433 4418540.4441694766, 470943.69714851433 4418540.4441694766, 470943.69714851433 4417540.4441694766)))"
1322,"MULTIPOLYGON (((471943.69714851433 4417540.4441694766, 472943.69714851433 4417540.4441694766, 472943.69714851433 4418540.4441694766, 471943.69714851433 4418540.4441694766, 471943.69714851433 4417540.4441694766)))"
1323,"MULTIPOLYGON (((472943.69714851433 4417540.4441694766, 473943.69714851433 4417540.4441694766, 473943.69714851433 4418540.4441694766, 472943.69714851433 4418540.4441694766, 472943.69714851433 4417540.4441694766)))"
1324,"MULTIPOLYGON (((473943.69714851433 4417540.4441694766, 474943.69714851433 4417540.4441694766, 474943.69714851433 4418540.4441694766, 473943.69714851433 4418540.4441694766, 473943.69714851433 4417540.4441694766)))"
1329,"MULTIPOLYGON (((425943.69714851433 4418540.4441694766, 426943.69714851433 4418540.4441694766, 426943.69714851433 4419540.4441694766, 425943.69714851433 4419540.4441694766, 425943.69714851433 4418540.4441694766)))"
1330,"MULTIPOLYGON (((426943.69714851433 4418540.4441694766, 427943.69714851433 4418540.4441694766, 427943.69714851433 4419540.4441694766, 426943.69714851433 4419540.4441694766, 426943.69714851433 4418540.4441694766)))"
1331,"MULTIPOLYGON (((427943.69714851433 4418540.4441694766, 428943.69714851433 4418540.4441694766, 428943.69714851433 4419540.4441694766, 427943.69714851433 4419540.4441694766, 427943.69714851433 4418540.4441694766)))"
1332,"MULTIPOLYGON (((428943.69714851433 4418540.4441694766, 429943.69714851433 4418540.4441694766, 429943.69714851433 4419540.4441694766, 428943.69714851433 4419540.4441694766, 428943.69714851433 4418540.4441694766)))"
1333,"MULTIPOLYGON (((429943.69714851433 4418540.4441694766, 430943.69714851433 4418540.4441694766, 430943.69714851433 4419540.4441694766, 429943.69714851433 4419540.4441694766, 429943.69714851433 4418540.4441694766)))"
1334,"MULTIPOLYGON (((430943.69714851433 4418540.4441694766, 431943.69714851433 4418540.4441694766, 431943.69714851433 4419540.4441694766, 430943.69714851433 4419540.4441694766, 430943.69714851433 4418540.4441694766)))"
1335,"MULTIPOLYGON (((431943.69714851433 4418540.4441694766, 432943.69714851433 4418540.4441694766, 432943.69714851433 4419540.4441694766, 431943.69714851433 4419540.4441694766, 431943.69714851433 4418540.4441694766)))"
1336,"MULTIPOLYGON (((432943.69714851433 4418540.4441694766, 433943.69714851433 4418540.4441694766, 433943.69714851433 4419540.4441694766, 432943.69714851433 4419540.4441694766, 432943.69714851433 4418540.4441694766)))"
1337,"MULTIPOLYGON (((433943.69714851433 4418540.4441694766, 434943.69714851433 4418540.4441694766, 434943.69714851433 4419540.4441694766, 433943.69714851433 4419540.4441694766, 433943.69714851433 4418540.4441694766)))"
1338,"MULTIPOLYGON (((434943.69714851433 4418540.4441694766, 435943.69714851433 4418540.4441694766, 435943.69714851433 4419540.4441694766, 434943.69714851433 4419540.4441694766, 434943.69714851433 4418540.4441694766)))"
1339,"MULTIPOLYGON (((435943.69714851433 4418540.4441694766, 436943.69714851433 4418540.4441694766, 436943.69714851433 4419540.4441694766, 435943.69714851433 4419540.4441694766, 435943.69714851433 4418540.4441694766)))"
1340,"MULTIPOLYGON (((436943.69714851433 4418540.4441694766, 437943.69714851433 4418540.4441694766, 437943.69714851433 4419540.4441694766, 436943.69714851433 4419540.4441694766, 436943.69714851433 4418540.4441694766)))"
1341,"MULTIPOLYGON (((437943.69714851433 4418540.4441694766, 438943.69714851433 4418540.4441694766, 438943.69714851433 4419540.4441694766, 437943.69714851433 4419540.4441694766, 437943.69714851433 4418540.4441694766)))"
1342,"MULTIPOLYGON (((438943.69714851433 4418540.4441694766, 439943.69714851433 4418540.4441694766, 439943.69714851433 4419540.4441694766, 438943.69714851433 4419540.4441694766, 438943.69714851433 4418540.4441694766)))"
1343,"MULTIPOLYGON (((439943.69714851433 4418540.4441694766, 440943.69714851433 4418540.4441694766, 440943.69714851433 4419540.4441694766, 439943.69714851433 4419540.4441694766, 439943.69714851433 4418540.4441694766)))"
1344,"MULTIPOLYGON (((440943.69714851433 4418540.4441694766, 441943.69714851433 4418540.4441694766, 441943.69714851433 4419540.4441694766, 440943.69714851433 4419540.4441694766, 440943.69714851433 4418540.4441694766)))"
1345,"MULTIPOLYGON (((441943.69714851433 4418540.4441694766, 442943.69714851433 4418540.4441694766, 442943.69714851433 4419540.4441694766, 441943.69714851433 4419540.4441694766, 441943.69714851433 4418540.4441694766)))"
1346,"MULTIPOLYGON (((442943.69714851433 4418540.4441694766, 443943.69714851433 4418540.4441694766, 443943.69714851433 4419540.4441694766, 442943.69714851433 4419540.4441694766, 442943.69714851433 4418540.4441694766)))"
1347,"MULTIPOLYGON (((443943.69714851433 4418540.4441694766, 444943.69714851433 4418540.4441694766, 444943.69714851433 4419540.4441694766, 443943.69714851433 4419540.4441694766, 443943.69714851433 4418540.4441694766)))"
1348,"MULTIPOLYGON (((444943.69714851433 4418540.4441694766, 445943.69714851433 4418540.4441694766, 445943.69714851433 4419540.4441694766, 444943.69714851433 4419540.4441694766, 444943.69714851433 4418540.4441694766)))"
1349,"MULTIPOLYGON (((445943.69714851433 4418540.4441694766, 446943.69714851433 4418540.4441694766, 446943.69714851433 4419540.4441694766, 445943.69714851433 4419540.4441694766, 445943.69714851433 4418540.4441694766)))"
1350,"MULTIPOLYGON (((446943.69714851433 4418540.4441694766, 447943.69714851433 4418540.4441694766, 447943.69714851433 4419540.4441694766, 446943.69714851433 4419540.4441694766, 446943.69714851433 4418540.4441694766)))"
1351,"MULTIPOLYGON (((447943.69714851433 4418540.4441694766, 448943.69714851433 4418540.4441694766, 448943.69714851433 4419540.4441694766, 447943.69714851433 4419540.4441694766, 447943.69714851433 4418540.4441694766)))"
1352,"MULTIPOLYGON (((448943.69714851433 4418540.4441694766, 449943.69714851433 4418540.4441694766, 449943.69714851433 4419540.4441694766, 448943.69714851433 4419540.4441694766, 448943.69714851433 4418540.4441694766)))"
1353,"MULTIPOLYGON (((449943.69714851433 4418540.4441694766, 450943.69714851433 4418540.4441694766, 450943.69714851433 4419540.4441694766, 449943.69714851433 4419540.4441694766, 449943.69714851433 4418540.4441694766)))"
1354,"MULTIPOLYGON (((450943.69714851433 4418540.4441694766, 451943.69714851433 4418540.4441694766, 451943.69714851433 4419540.4441694766, 450943.69714851433 4419540.4441694766, 450943.69714851433 4418540.4441694766)))"
1355,"MULTIPOLYGON (((451943.69714851433 4418540.4441694766, 452943.69714851433 4418540.4441694766, 452943.69714851433 4419540.4441694766, 451943.69714851433 4419540.4441694766, 451943.69714851433 4418540.4441694766)))"
1356,"MULTIPOLYGON (((452943.69714851433 4418540.4441694766, 453943.69714851433 4418540.4441694766, 453943.69714851433 4419540.4441694766, 452943.69714851433 4419540.4441694766, 452943.69714851433 4418540.4441694766)))"
1357,"MULTIPOLYGON (((453943.69714851433 4418540.4441694766, 454943.69714851433 4418540.4441694766, 454943.69714851433 4419540.4441694766, 453943.69714851433 4419540.4441694766, 453943.69714851433 4418540.4441694766)))"
1358,"MULTIPOLYGON (((454943.69714851433 4418540.4441694766, 455943.69714851433 4418540.4441694766, 455943.69714851433 4419540.4441694766, 454943.69714851433 4419540.4441694766, 454943.69714851433 4418540.4441694766)))"
1359,"MULTIPOLYGON (((455943.69714851433 4418540.4441694766, 456943.69714851433 4418540.4441694766, 456943.69714851433 4419540.4441694766, 455943.69714851433 4419540.4441694766, 455943.69714851433 4418540.4441694766)))"
1360,"MULTIPOLYGON (((456943.69714851433 4418540.4441694766, 457943.69714851433 4418540.4441694766, 457943.69714851433 4419540.4441694766, 456943.69714851433 4419540.4441694766, 456943.69714851433 4418540.4441694766)))"
1361,"MULTIPOLYGON (((457943.69714851433 4418540.4441694766, 458943.69714851433 4418540.4441694766, 458943.69714851433 4419540.4441694766, 457943.69714851433 4419540.4441694766, 457943.69714851433 4418540.4441694766)))"
1362,"MULTIPOLYGON (((458943.69714851433 4418540.4441694766, 459943.69714851433 4418540.4441694766, 459943.69714851433 4419540.4441694766, 458943.69714851433 4419540.4441694766, 458943.69714851433 4418540.4441694766)))"
1363,"MULTIPOLYGON (((459943.69714851433 4418540.4441694766, 460943.69714851433 4418540.4441694766, 460943.69714851433 4419540.4441694766, 459943.69714851433 4419540.4441694766, 459943.69714851433 4418540.4441694766)))"
1364,"MULTIPOLYGON (((460943.69714851433 4418540.4441694766, 461943.69714851433 4418540.4441694766, 461943.69714851433 4419540.4441694766, 460943.69714851433 4419540.4441694766, 460943.69714851433 4418540.4441694766)))"
1365,"MULTIPOLYGON (((461943.69714851433 4418540.4441694766, 462943.69714851433 4418540.4441694766, 462943.69714851433 4419540.4441694766, 461943.69714851433 4419540.4441694766, 461943.69714851433 4418540.4441694766)))"
1366,"MULTIPOLYGON (((462943.69714851433 4418540.4441694766, 463943.69714851433 4418540.4441694766, 463943.69714851433 4419540.4441694766, 462943.69714851433 4419540.4441694766, 462943.69714851433 4418540.4441694766)))"
1367,"MULTIPOLYGON (((463943.69714851433 4418540.4441694766, 464943.69714851433 4418540.4441694766, 464943.69714851433 4419540.4441694766, 463943.69714851433 4419540.4441694766, 463943.69714851433 4418540.4441694766)))"
1368,"MULTIPOLYGON (((464943.69714851433 4418540.4441694766, 465943.69714851433 4418540.4441694766, 465943.69714851433 4419540.4441694766, 464943.69714851433 4419540.4441694766, 464943.69714851433 4418540.4441694766)))"
1369,"MULTIPOLYGON (((465943.69714851433 4418540.4441694766, 466943.69714851433 4418540.4441694766, 466943.69714851433 4419540.4441694766, 465943.69714851433 4419540.4441694766, 465943.69714851433 4418540.4441694766)))"
1370,"MULTIPOLYGON (((466943.69714851433 4418540.4441694766, 467943.69714851433 4418540.4441694766, 467943.69714851433 4419540.4441694766, 466943.69714851433 4419540.4441694766, 466943.69714851433 4418540.4441694766)))"
1371,"MULTIPOLYGON (((467943.69714851433 4418540.4441694766, 468943.69714851433 4418540.4441694766, 468943.69714851433 4419540.4441694766, 467943.69714851433 4419540.4441694766, 467943.69714851433 4418540.4441694766)))"
1372,"MULTIPOLYGON (((468943.69714851433 4418540.4441694766, 469943.69714851433 4418540.4441694766, 469943.69714851433 4419540.4441694766, 468943.69714851433 4419540.4441694766, 468943.69714851433 4418540.4441694766)))"
1373,"MULTIPOLYGON (((469943.69714851433 4418540.4441694766, 470943.69714851433 4418540.4441694766, 470943.69714851433 4419540.4441694766, 469943.69714851433 4419540.4441694766, 469943.69714851433 4418540.4441694766)))"
1374,"MULTIPOLYGON (((470943.69714851433 4418540.4441694766, 471943.69714851433 4418540.4441694766, 471943.69714851433 4419540.4441694766, 470943.69714851433 4419540.4441694766, 470943.69714851433 4418540.4441694766)))"
1375,"MULTIPOLYGON (((471943.69714851433 4418540.4441694766, 472943.69714851433 4418540.4441694766, 472943.69714851433 4419540.4441694766, 471943.69714851433 4419540.4441694766, 471943.69714851433 4418540.4441694766)))"
1376,"MULTIPOLYGON (((472943.69714851433 4418540.4441694766, 473943.69714851433 4418540.4441694766, 473943.69714851433 4419540.4441694766, 472943.69714851433 4419540.4441694766, 472943.69714851433 4418540.4441694766)))"
1377,"MULTIPOLYGON (((473943.69714851433 4418540.4441694766, 474943.69714851433 4418540.4441694766, 474943.69714851433 4419540.4441694766, 473943.69714851433 4419540.4441694766, 473943.69714851433 4418540.4441694766)))"
1381,"MULTIPOLYGON (((424943.69714851433 4419540.4441694766, 425943.69714851433 4419540.4441694766, 425943.69714851433 4420540.4441694766, 424943.69714851433 4420540.4441694766, 424943.69714851433 4419540.4441694766)))"
1382,"MULTIPOLYGON (((425943.69714851433 4419540.4441694766, 426943.69714851433 4419540.4441694766, 426943.69714851433 4420540.4441694766, 425943.69714851433 4420540.4441694766, 425943.69714851433 4419540.4441694766)))"
1383,"MULTIPOLYGON (((426943.69714851433 4419540.4441694766, 427943.69714851433 4419540.4441694766, 427943.69714851433 4420540.4441694766, 426943.69714851433 4420540.4441694766, 426943.69714851433 4419540.4441694766)))"
1384,"MULTIPOLYGON (((427943.69714851433 4419540.4441694766, 428943.69714851433 4419540.4441694766, 428943.69714851433 4420540.4441694766, 427943.69714851433 4420540.4441694766, 427943.69714851433 4419540.4441694766)))"
1385,"MULTIPOLYGON (((428943.69714851433 4419540.4441694766, 429943.69714851433 4419540.4441694766, 429943.69714851433 4420540.4441694766, 428943.69714851433 4420540.4441694766, 428943.69714851433 4419540.4441694766)))"
1386,"MULTIPOLYGON (((429943.69714851433 4419540.4441694766, 430943.69714851433 4419540.4441694766, 430943.69714851433 4420540.4441694766, 429943.69714851433 4420540.4441694766, 429943.69714851433 4419540.4441694766)))"
1387,"MULTIPOLYGON (((430943.69714851433 4419540.4441694766, 431943.69714851433 4419540.4441694766, 431943.69714851433 4420540.4441694766, 430943.69714851433 4420540.4441694766, 430943.69714851433 4419540.4441694766)))"
1388,"MULTIPOLYGON (((431943.69714851433 4419540.4441694766, 432943.69714851433 4419540.4441694766, 432943.69714851433 4420540.4441694766, 431943.69714851433 4420540.4441694766, 431943.69714851433 4419540.4441694766)))"
1389,"MULTIPOLYGON (((432943.69714851433 4419540.4441694766, 433943.69714851433 4419540.4441694766, 433943.69714851433 4420540.4441694766, 432943.69714851433 4420540.4441694766, 432943.69714851433 4419540.4441694766)))"
1390,"MULTIPOLYGON (((433943.69714851433 4419540.4441694766, 434943.69714851433 4419540.4441694766, 434943.69714851433 4420540.4441694766, 433943.69714851433 4420540.4441694766, 433943.69714851433 4419540.4441694766)))"
1391,"MULTIPOLYGON (((434943.69714851433 4419540.4441694766, 435943.69714851433 4419540.4441694766, 435943.69714851433 4420540.4441694766, 434943.69714851433 4420540.4441694766, 434943.69714851433 4419540.4441694766)))"
1392,"MULTIPOLYGON (((435943.69714851433 4419540.4441694766, 436943.69714851433 4419540.4441694766, 436943.69714851433 4420540.4441694766, 435943.69714851433 4420540.4441694766, 435943.69714851433 4419540.4441694766)))"
1393,"MULTIPOLYGON (((436943.69714851433 4419540.4441694766, 437943.69714851433 4419540.4441694766, 437943.69714851433 4420540.4441694766, 436943.69714851433 4420540.4441694766, 436943.69714851433 4419540.4441694766)))"
1394,"MULTIPOLYGON (((437943.69714851433 4419540.4441694766, 438943.69714851433 4419540.4441694766, 438943.69714851433 4420540.4441694766, 437943.69714851433 4420540.4441694766, 437943.69714851433 4419540.4441694766)))"
1395,"MULTIPOLYGON (((438943.69714851433 4419540.4441694766, 439943.69714851433 4419540.4441694766, 439943.69714851433 4420540.4441694766, 438943.69714851433 4420540.4441694766, 438943.69714851433 4419540.4441694766)))"
1396,"MULTIPOLYGON (((439943.69714851433 4419540.4441694766, 440943.69714851433 4419540.4441694766, 440943.69714851433 4420540.4441694766, 439943.69714851433 4420540.4441694766, 439943.69714851433 4419540.4441694766)))"
1397,"MULTIPOLYGON (((440943.69714851433 4419540.4441694766, 441943.69714851433 4419540.4441694766, 441943.69714851433 4420540.4441694766, 440943.69714851433 4420540.4441694766, 440943.69714851433 4419540.4441694766)))"
1398,"MULTIPOLYGON (((441943.69714851433 4419540.4441694766, 442943.69714851433 4419540.4441694766, 442943.69714851433 4420540.4441694766, 441943.69714851433 4420540.4441694766, 441943.69714851433 4419540.4441694766)))"
1399,"MULTIPOLYGON (((442943.69714851433 4419540.4441694766, 443943.69714851433 4419540.4441694766, 443943.69714851433 4420540.4441694766, 442943.69714851433 4420540.4441694766, 442943.69714851433 4419540.4441694766)))"
1400,"MULTIPOLYGON (((443943.69714851433 4419540.4441694766, 444943.69714851433 4419540.4441694766, 444943.69714851433 4420540.4441694766, 443943.69714851433 4420540.4441694766, 443943.69714851433 4419540.4441694766)))"
